Glottocode	AUTOTYP_area	Longitude	Latitude	Family_ID	Name
iber1250	Europe	0.212401	40.624	NA	Iberian
ibib1240	African Savannah	7.86688	5.15279	atla1278	Ibibio
ibil1238	African Savannah	6.08384	7.42662	book1242	Ibilo
ibin1241	African Savannah	8.15254	4.59603	atla1278	Ibino
ibok1234	African Savannah	4.72799	7.78559	sign1238	Ibokun Sign Language
ibuo1242	African Savannah	7.93108	5.49672	atla1278	Ibuoro
ibuu1240	Oceania	127.542	1.50556	nort2923	Ibu
icel1236	Europe	-20.2731	64.1731	sign1238	Icelandic Sign Language
icel1247	Europe	-19.0212	63.4837	indo1319	Icelandic
icel1248	Europe	-22.3	65.78	pidg1258	Icelandic-Basque Pidgin
icev1238	African Savannah	9.50264	6.42426	atla1278	Iceve-Maci
idaa1241	Southeast Asia	118.515	5.29059	aust1307	Ida'an
idak1243	S Africa	34.817	0.21557	atla1278	Idakho-Isukha-Tiriki
idat1237	Oceania	125.832	-8.76258	aust1307	Idaté
ider1238	African Savannah	8.0831	5.21188	atla1278	Idere
ides1238	African Savannah	6.2929	7.34629	book1242	Idesa
idii1243	S New Guinea	142.301	-8.75976	paho1240	Idi-Taeme
idom1241	African Savannah	7.71261	7.19139	atla1278	Idoma
idon1238	African Savannah	7.78151	10.2175	atla1278	Idon
idum1241	Indic	95.6472	29.4473	sino1245	Idu
idun1241	African Savannah	7.77525	9.12585	atla1278	Dũya
idun1242	S New Guinea	150.24	-9.34361	aust1307	Iduna
ifee1241	African Savannah	1.58494	7.63568	atla1278	Ifè
ifoo1237	Oceania	169.007	-18.7668	aust1307	Ifo
igal1242	African Savannah	7.17974	7.34325	atla1278	Igala
igan1243	N Coast New Guinea	144.841	-4.70942	lowe1437	Igana
iged1239	African Savannah	8.27362	6.95522	atla1278	Igede
igna1246	NE South America	-65.3993	-15.1188	araw1281	Ignaciano
igoo1238	African Savannah	0.67846	7.25499	atla1278	Igo
igut1238	African Savannah	8.81708	9.98505	atla1278	Iguta
igwe1238	African Savannah	6.08157	7.10878	atla1278	Igwe
ihaa1241	N Coast New Guinea	132.271	-2.81013	west2604	Iha
ihab1241	N Coast New Guinea	132.294	-2.935	pidg1258	Iha-based Pidgin
ihan1234	S Africa	34.6563	-9.10589	atla1278	Ihanja
ihie1238	African Savannah	6.08581	7.00917	book1242	Ihievbe
ijaz1238	African Savannah	6.9861	8.97183	atla1278	Ija-Zuba
ikaa1238	African Savannah	6.31058	6.36423	atla1278	Ika
ikar1243	N Australia	143.349	-15.538	pama1250	Ikaranggal
ikem1235	N Coast Asia	125.245	24.93149	japo1237	Ikema-Jima
ikhi1234	African Savannah	5.936957	7.146202	atla1278	Ikhin-Arokho
ikiz1238	S Africa	34.3589	-1.9915	atla1278	Ikizu
ikkk1242	S Africa	34.2507	3.61407	kuli1252	Ik
ikob1240	S New Guinea	143.618	-7.30342	tura1263	Ikobi
ikom1245	S Africa	34.5361	-1.94989	atla1278	Ikoma-Nata
ikoo1245	African Savannah	7.9866	4.56197	atla1278	Iko
ikor1238	African Savannah	5.09	7.06	atla1278	Ikorom
ikpe1243	African Savannah	6.17647	7.04475	atla1278	Ikpeshi
ikpe1245	NE South America	-53.49553	-11.37822	cari1283	Ikpeng
ikpo1238	African Savannah	0.83312	7.44776	atla1278	Ikposo
ikug1238	African Savannah	7.84105	10.27852	atla1278	Iku-Gora-Ankwa
ikul1238	African Savannah	7.86684	10.1339	atla1278	Ikulu
ikun1241	S Africa	34.9083	-9.13708	atla1278	Ikuna
ikwe1242	African Savannah	6.86651	5.04333	atla1278	Ikwere
ilaa1246	S Africa	26.45548	-15.60807	atla1278	Ila
ilea1237	Oceania	123.442	-8.38636	aust1307	Ile Ape
ilia1236	Oceania	124.766	7.34448	aust1307	Ilianen Manobo
ilit1241	Inner Asia	80.4957	44.0089	turk1311	Ili Turki
iliu1237	Oceania	125.902	-7.84385	aust1307	Ili'uun
illy1234	Europe	18	43	uncl1493	Illyrian
ilok1237	Oceania	120.993	15.9361	aust1307	Iloko
ilon1239	Oceania	121.547	16.3785	aust1307	Ilongot
ilue1241	African Savannah	8.25236	4.78618	atla1278	Ilue
ilwa1237	S Africa	39.793	-0.66322	atla1278	Ilwana
imba1240	Andean	-78.3729	0.31776	quec1387	Imbabura Highland Quichua
imbo1238	Interior New Guinea	144.026	-6.13629	nucl1709	Imbongu
imer1236	African Savannah	-16.34726	18.37331	book1242	Imeraguen
imon1245	N Coast New Guinea	141.171	-3.31228	bord1247	Imonda
impe1235	Greater Mesopotamia	42.185	33.905	afro1255	Imperial Aramaic (700-300 BCE)
imro1237	Oceania	129.651	-7.96772	aust1307	Imroing
imun1234	S New Guinea	146.565049	-8.07528	pidg1258	Imunga Trade Language
inab1237	Oceania	124.166	12.4264	aust1307	Inabaknon
inap1241	N Coast New Guinea	144.9	-4.67614	lowe1437	Itutang-Inapang
inap1242	NE South America	-69.30827	-12.46525	araw1281	Iñapari
inap1243	NE South America	-69.3083	-12.4653	araw1281	Modern Iñapari
inar1241	Inner Asia	27.8658	69.4229	ural1272	Inari Saami
indi1237	Indic	79.6787	27.5186	sign1238	Indian Sign Language
indo1291	Southeast Asia	112.378	-7.908	sign1238	Jakartan Sign Language
indo1316	Southeast Asia	109.716	-7.33458	aust1307	Standard Indonesian
indo1317	Oceania	122.253	-3.68664	aust1307	Indonesian Bajau
indr1247	African Savannah	25.9848	8.81513	atla1278	Indri
indu1241	Indic	73.0154	35.3389	indo1319	Indus Kohistani
ineb1235	N Coast New Guinea	141.892	-3.38015	nucl1708	Inebu One
ines1240	California	-120.08	34.6169	chum1262	Ineseño
inga1252	Andean	-76.8606	1.00313	quec1387	Colombian Inga
inga1254	SE South America	-54.254151	-24.621052	nucl1710	Ingain
ingr1248	Inner Asia	29.71145	59.47403	ural1272	Ingrian
ingu1240	Greater Mesopotamia	45.03	43.11	nakh1245	Ingush
inla1260	Oceania	120.65389	17.61752	aust1307	Inlaod Itneg
inma1234	Andean	-77.01956	-12.14477	sign1238	Inmaculada Sign Language
inok1238	Interior New Guinea	145.539	-6.32311	nucl1709	Inoke-Yate
inon1237	Oceania	122.03	12.284	aust1307	Inonhan
inor1238	Greater Abyssinia	37.7968	7.94883	afro1255	Inoric
inpu1234	Southeast Asia	93.8096	24.8761	book1242	Inpui Naga
inte1239	Europe	2.615	48.203	arti1236	Interlingua (International Auxiliary Language Association)
inte1259	Europe	11.4	44.95	sign1238	International Sign
inte1263	Europe	17.44454	49.07835	arti1236	Interslavic zonal constructed language
inth1238	Southeast Asia	96.9388	20.392	sino1245	Intha-Danu
inui1247	E North America	-68.519722	63.748611	sign1238	Inuit Sign Language
ioit1234	S New Guinea	146.586897	-8.103849	pidg1258	Ioi Trade Jargon
iowa1245	Basin and Plains	-95.5213	40.0511	siou1252	Iowa-Oto
ipai1240	Mesoamerica	-116.993	33.005	coch1271	Ipai
ipal1235	Mesoamerica	-98.0129	16.5053	otom1299	Ipalapa Amuzgo
ipik1244	S New Guinea	144.863	-7.37424	anim1240	Ipiko
ipil1240	Interior New Guinea	143.089	-5.42586	nucl1709	Ipili
ipul1238	African Savannah	9.64676	6.2918	atla1278	Ipulo-Olulu
iqui1243	NE South America	-73.97046	-3.31233	zapa1251	Iquito
irab1238	N Coast Asia	125.18956	24.831088	japo1237	Irabu-Jima
iran1262	Southeast Asia	118.224	4.3362	aust1307	Iranun
iran1263	NE South America	-57.9806	-12.7178	NA	Irántxe-Münkü
iraq1241	S Africa	35.2939	-4.19948	afro1255	Iraqw
iraq1246	Greater Mesopotamia	44.377867	33.308738	sign1238	Iraqi Sign Language
irar1238	N Coast New Guinea	133.586	-2.94438	aust1307	Irarutu
iray1237	Oceania	120.65	13.381	aust1307	Iraya
ires1239	Interior New Guinea	135.025	-3.62803	aust1307	Yerisiam
irig1241	African Savannah	8.6525	9.85197	atla1278	Irigwe
irig1242	Oceania	123.331	13.3896	aust1307	Iriga Bicolano
iris1235	Europe	-6.36541	53.315	sign1238	Irish Sign Language
iris1253	Europe	-7.61509	53.2186	indo1319	Irish
iron1242	Greater Mesopotamia	44.61	42.98	indo1319	Iron Ossetian
irrr1240	Southeast Asia	106.564	15.7188	book1242	Ir
irul1243	Indic	79.95209	12.70645	drav1251	Irula of the Nilgiri
isab1240	Interior New Guinea	145.462	-5.83809	nucl1709	Isabi
isan1243	S Africa	34.846	-3.99991	atla1278	Isanzu
isar1235	Oceania	123.332	13.651	aust1307	Isarog Agta
isco1239	NE South America	-74.5193	-7.75236	pano1259	Isconahua
iseb1246	N Coast New Guinea	145.691	-5.20719	nucl1709	Isebe
isek1239	African Savannah	5.5862	5.81898	atla1278	Isekiri
ishk1246	Indic	71.55	36.67	indo1319	Ishkashimi
isim1234	S Africa	35.42881	-3.423772	nilo1247	Isimjeega-Rootigaanga
isin1239	Oceania	121.12	16.3299	aust1307	Isinai
isir1237	N Coast New Guinea	138.595	-1.88775	kwer1242	Isirawa
isla1277	California	-119.503678	33.246079	utoa1244	Island Takic
isla1278	Mesoamerica	-61.342957	15.364795	araw1281	Island Carib
isna1241	Oceania	121.16	18.2139	aust1307	Isnag
isok1239	African Savannah	6.24682	5.52889	atla1278	Isoko
isra1236	Greater Mesopotamia	34.7637	31.5279	sign1238	Israeli Sign Language
isse1238	S Africa	34.413574	-2.019886	atla1278	Isenye
isth1238	Mesoamerica	-95.0681	16.9481	mixe1284	Isthmus Mixe
isth1240	Mesoamerica	-94.7347	17.9401	utoa1244	Isthmus-Cosoleacaque Nahuatl
isth1241	Mesoamerica	-94.6647	18.2513	utoa1244	Isthmus-Pajapan Nahuatl
isth1242	Mesoamerica	-94.7547	18.2	utoa1244	Isthmus-Mecayapan Nahuatl
isth1244	Mesoamerica	-94.8444	16.4548	otom1299	Isthmus Zapotec
istr1244	Europe	13.64	45.088	indo1319	Istriot
istr1245	Europe	14.2	45.433	indo1319	Istro Romanian
isuf1235	African Savannah	9.36535	3.96758	atla1278	Isu (Fako Division)
isum1240	African Savannah	9.96577	6.63731	atla1278	Isu (Menchum Division)
isya1234	Southeast Asia	115.32536	-8.54133	sign1238	Isyarat Lama Asli Bali
isya1235	Southeast Asia	107.60412	-6.91094	sign1238	Isyarat Lama Cicendo
ital1275	Europe	12.42949	42.72915	sign1238	Italian Sign Language
ital1282	Europe	12.6489	43.0464	indo1319	Italian
itam1234	S Africa	35.32647	-9.36073	atla1278	Itambo
itaw1240	Oceania	121.58	17.7329	aust1307	Itawit
itel1242	N Coast Asia	156.30704	56.046173	chuk1271	West Itelmen
iten1243	NE South America	-64.9841	-12.2994	chap1271	Itene
iter1241	N Coast New Guinea	141.585	-4.11998	left1242	Iteri
itik1240	N Coast New Guinea	139.341	-2.18342	toro1256	Itik
itip1234	S Africa	35.21523	-9.34988	atla1278	Itipula
iton1250	NE South America	-64.35748	-12.80431	NA	Itonama
itoo1242	African Savannah	8.04626	5.14438	atla1278	Ito
itum1245	African Savannah	7.80378	5.52679	atla1278	Itu Mbon Uzo
itun1239	Mesoamerica	-97.59753	16.77876	otom1299	Itundujia Mixtec
itza1241	Mesoamerica	-89.8734	17.0269	maya1287	Itzá
iumi1238	Southeast Asia	101.17	20.83	hmon1336	Iu Mien
ivat1242	Oceania	121.85	20.77	aust1307	Itbayat
ivbi1241	African Savannah	6.21209	7.15307	atla1278	Ivbie North-Okpela-Arhe
iwai1244	N Australia	132.453	-11.3379	iwai1246	Iwaidja
iwak1237	Oceania	120.78633	16.30448	aust1307	I-Wak
iwal1237	S New Guinea	146.983	-7.20938	aust1307	Iwal
iwam1256	Interior New Guinea	141.817	-4.27346	sepi1257	Iwam
iwur1240	Interior New Guinea	140.823	-5.11036	nucl1709	Morop-Dintere
ixca1245	Mesoamerica	-97.1242	17.7597	otom1299	Ixcatec
ixca1246	Mesoamerica	-96.5719	18.1531	otom1299	Ixcatlán Mazatec
ixil1251	Mesoamerica	-90.8935	15.4569	maya1287	Ixil
ixil1252	Mesoamerica	-90.89	15.46	book1242	Ixil, Chajul
ixil1253	Mesoamerica	-90.89	15.46	book1242	Ixil, Nebaj
ixta1235	Mesoamerica	-97.5759	16.5774	otom1299	Ixtayutla Mixtec
ixte1237	Mesoamerica	-98.0272	19.2146	otom1299	Ixtenco Otomi
iyay1238	African Savannah	5.84326	7.30076	atla1278	Iyayu
iyiv1238	African Savannah	9.53302	6.50437	atla1278	Iyive
iyoj1235	SE South America	-63.2383	-22.1896	mata1289	Iyojwa'ja Chorote
iyoo1238	N Coast New Guinea	146.092	-5.84161	nucl1709	Iyo
iyow1239	SE South America	-62.6508	-22.2067	mata1289	Iyo'wujwa Chorote
izer1241	African Savannah	8.7	9.5	atla1278	Izere
izie1238	African Savannah	8.03044	6.31831	atla1278	Izi-Ezaa-Ikwo-Mgbo
izii1239	African Savannah	8	6.33	atla1278	Izi
izon1238	African Savannah	5.51702	5.17986	ijoi1239	Izon
izor1238	African Savannah	8.76468	10.4735	atla1278	Izora
jaba1234	Greater Mesopotamia	43.2416905	16.9092	afro1255	Jabal Razih
jadd1243	Indic	79.153	30.241	sino1245	Jad
jadg1238	Greater Mesopotamia	63.535	26.9682	indo1319	Jadgali
jaha1245	African Savannah	-12.7262	11.5399	mand1469	Jahanka
jahh1242	Southeast Asia	102.291	3.67619	aust1305	Jah Hut
jair1235	S New Guinea	140.104	-6.79732	nucl1709	Kia River Awyu
jaka1245	Indic	68.611035	36.001755	indo1319	Inku
jaku1244	Southeast Asia	103.342	2.64582	aust1307	Jakun
jala1237	Mesoamerica	-96.4977	18.0803	otom1299	Jalapa De Díaz Mazatec
jalk1242	African Savannah	-5.21959	10.5426	mand1469	Jalkunan
jama1256	Mesoamerica	-76.9321	17.9997	sign1238	Jamaican Country Sign Language
jama1261	NE South America	-66.5662	-7.62223	araw1282	Madi
jama1262	Mesoamerica	-77.2612	18.13	indo1319	Jamaican Creole English
jama1263	Mesoamerica	-77.758042	18.049925000000002	sign1238	Jamaican Sign Language
jamb1236	Southeast Asia	103.13	-2.6469	aust1307	Jambi Malay
jami1235	Mesoamerica	-97.8417	16.2279	otom1299	Jamiltepec Mixtec
jams1239	African Savannah	-2.57999	14.1794	dogo1299	Jamsay Dogon
jamt1238	Europe	14.56	63.12	indo1319	Jamtska
jana1236	African Savannah	11.384125	9.661135	atla1278	Jan-Awei
jand1246	Indic	69.76	25.617	indo1319	Jandavra
jand1248	S Australia	153.46239	-27.56865	pama1250	Jandai
jang1254	Indic	78.4344	31.5666	sino1245	Jangshung
jang1257	Southeast Asia	110.647	0.29738	aust1307	Jangkang
janj1240	African Savannah	8.63029	10.1197	atla1278	Janji
japa1238	N Coast Asia	139.079	36.0221	sign1238	Japanese Sign Language
japh1234	Southeast Asia	102.36	32.1	sino1245	Japhug
japr1238	NE South America	-72.7101	10.5523	cari1283	Japrería
jaqa1244	Andean	-75.809231	-12.741939	ayma1253	Jaqaru
jara1245	Southeast Asia	92.658	11.6089	jara1244	Jarawa (India)
jara1263	African Savannah	9.61	9.8	atla1278	Jarawa (Nigeria)
jara1266	Southeast Asia	107.813	13.6161	aust1307	Jarai
jara1274	African Savannah	11.7036	10.5232	afro1255	Jara
jaru1254	N Australia	128.262	-18.3288	pama1250	Jaru
jauj1238	Andean	-75.2786	-11.6747	quec1387	Jauja Wanca Quechua
jaun1243	Indic	77.9084	30.5587	indo1319	Jaunsari
java1254	Southeast Asia	109.287	-7.001	aust1307	Javanese
javi1237	Southeast Asia	110.419809	-7.032902	indo1319	Javindo
jawe1237	Oceania	164.676	-20.6648	aust1307	Jawe
jaya1242	African Savannah	17.9415	12.3707	cent2225	Jaya
jebe1250	NE South America	-76.4103	-5.40317	cahu1265	Jebero
jede1239	Southeast Asia	101.75	5.3	aust1305	Jedek
jeha1242	Southeast Asia	101.541	5.63695	aust1305	Jehai
jehh1245	Southeast Asia	107.753	15.2351	aust1305	Jeh
jeju1234	N Coast Asia	126.5554	33.3805	kore1284	Jejueo
jeme1245	Basin and Plains	-106.766	35.5994	kiow1265	Towa
jena1242	African Savannah	-4	15.5	mand1469	Jenaama Bozo
jeng1241	Southeast Asia	107.147	15.0392	aust1305	Jeng
jenn1240	Indic	76.5767	11.5041	drav1251	Jennu Kurumba
jere1244	African Savannah	8.95834	10.1962	atla1278	Jere
jeri1242	African Savannah	-5.66717	9.3957	mand1469	Jeli
jeri1243	Indic	92.4685696	27.3376444	sino1245	Jerigaon
jerr1238	Europe	-2.1325	49.2123	indo1319	Jerriais
jeru1240	Indic	86.2547	27.1741	sino1245	Jerung
jesu1239	NE South America	-76.577683	-4.444587	cahu1265	Jesuit-Maynas
jewi1240	Greater Mesopotamia	44.245	32.273	afro1255	Jewish Babylonian Aramaic (ca. 200-1200 CE)
jhan1234	Indic	82.9	28.933333	sign1238	Jhankot Sign Language
jiam1236	Southeast Asia	109.854	18.5548	taik1256	Jiamao
jian1239	Southeast Asia	99.91	26.538056	sino1245	Jianchuan
jian1240	Southeast Asia	118.307419	27.04237	sino1245	Jian'ou
jiar1240	Southeast Asia	102.22875	31.60295	sino1245	Northern Gyalrong
jiba1237	African Savannah	11.5099	9.26508	atla1278	Jiba
jibu1239	African Savannah	11.3086	7.49214	atla1278	Jibu
jiby1234	African Savannah	9.18361	9.0602	afro1255	Jibyal
jica1244	Basin and Plains	-107.007	36.8079	atha1245	Jicarilla Apache
jiid1238	Greater Abyssinia	44.1294	1.84353	afro1255	Jiiddu
jilb1238	African Savannah	14.5794	11.7992	afro1255	Jilbe
jili1241	N Coast New Guinea	145.706	-5.56611	nucl1709	Jilim
jimi1254	African Savannah	13.5258	10.251	afro1255	Jimi (Cameroon)
jimi1255	African Savannah	9.8118	10.7299	afro1255	Jimi (Nigeria)
jina1244	African Savannah	14.9611	11.3555	afro1255	Jina
jina1245	Southeast Asia	116.997299	36.690777	sino1245	Jinan Mandarin
jiny1235	Southeast Asia	111.278	38.8284	sino1245	Jinyu Chinese
jion1236	Southeast Asia	110.007	23.8692	hmon1336	Jiongnai Bunu
jira1235	NE South America	-69.7	10.57	NA	Jirajaran
jire1238	Indic	86.3201	27.6931	sino1245	Jirel
jirj1239	N Australia	141.83	-14.83	pama1250	Jir'jorond
jiru1238	African Savannah	10.5872	8.64125	atla1278	Jiru
jita1239	S Africa	33.9141	-1.62681	atla1278	Jita
jito1235	Mesoamerica	-92.858395	17.054524	mixe1284	Jitotolteco
jixi1238	Southeast Asia	118.592222	30.071111	sino1245	Jixi
jizh1234	Southeast Asia	110.868	21.388	taik1256	Jizhao
jjuu1238	African Savannah	7.97167	9.83116	atla1278	Jju
joaq1235	NE South America	-64.67	-13.4	araw1281	Joaquiniano
joba1238	S Africa	28.9978	-3.4578700000000002	atla1278	Joba
jofo1235	N Coast New Guinea	139.2969	-2.2478	toro1256	Jofotek-Bromnya
jola1262	African Savannah	-16.5539	12.5089	atla1278	Jola-Esulalu
jola1263	African Savannah	-15.7354766667	12.75752	atla1278	Jola-Fonyi
jonk1238	African Savannah	19.0954	11.5034	afro1255	Jonkor Bourmataguil
jora1240	NE South America	-63.2094	-15.7492	tupi1275	Jorá
jord1238	Greater Mesopotamia	36.0829	31.8202	sign1238	Levantine Arabic Sign Language
jord1239	Greater Mesopotamia	35.85852	32.5403	pidg1258	Jordanian Bengali Pidgin Arabic
jort1240	African Savannah	9.361	9.065	afro1255	Jakattoe
jova1234	Mesoamerica	-109	28.5	utoa1244	Jova
jows1234	Greater Mesopotamia	51.4	33.99	indo1319	Jowshaqani
jowu1238	African Savannah	-5.47873	10.7691	mand1469	Jowulu
juan1238	Indic	85.5845	21.2606	aust1305	Juang
jude1255	Europe	11.4723	43.1284	indo1319	Judeo-Italian
jude1256	Greater Mesopotamia	48.264749	42.068306	indo1319	Judeo-Tat
jude1257	Greater Mesopotamia	43.57147	31.45071	indo1319	Judeo-Persian
jude1258	Greater Mesopotamia	34.75	31.5	kart1248	Judeo-Georgian
jude1262	N Africa	-7.95	30.9	book1242	Judeo-Berber
jude1263	Greater Mesopotamia	35.25	31.75	afro1255	Judeo-Tunisian Arabic
jude1264	Greater Mesopotamia	34.7422	31.9567	afro1255	Judeo-Tripolitanian Arabic
jude1265	N Africa	-7.5	33.5	afro1255	Judeo-Moroccan Arabic
jude1266	Greater Mesopotamia	41.2595	31.5339	afro1255	Judeo-Iraqi Arabic
jude1267	Greater Mesopotamia	45	15	afro1255	Judeo-Yemeni Arabic
jude1268	Greater Mesopotamia	48.498392	34.794267	indo1319	Judeo-Hamadani-Borujerdi
jude1271	Greater Mesopotamia	48.5167	34.8	indo1319	Judeo-Hamadani
jude1276	Greater Mesopotamia	51.65	32.6333	indo1319	Judeo-Isfahani
juho1239	S Africa	20.7673	-19.688	kxaa1236	South-Eastern Ju
juku1254	African Savannah	10.2576	7.20236	atla1278	Jukun Takum
julu1237	African Savannah	29.552753	11.528258	katl1246	Julud
juma1248	Mesoamerica	-104.39797	29.52316	unat1236	Jumano
juma1249	NE South America	-64.0998	-7.27501	tupi1275	Júma
juma1250	NE South America	-68.295609	-1.930054	araw1281	Jumana
jumj1238	African Savannah	33.7494	10.4349	nilo1247	Jumjum
juml1238	Indic	82.437	29.1708	indo1319	Jumli
juml1239	Indic	82.183333	29.275278	sign1238	Jumla Sign Language
jung1240	Andean	-76.6593	0.88872	quec1387	San Andrés-Lowland Inga
jupu1235	NE South America	-70	-0.5	tuca1253	Yupua
juqu1238	Mesoamerica	-95.8484	16.8912	mixe1284	Juquila Mixe
jura1242	Indic	84.1204	19.091	aust1305	Juray
jurc1239	Inner Asia	126.866803	44.412626	tung1282	Jurchen
juri1235	NE South America	-69.984741	-1.358881	ticu1244	Juri
jurm1239	African Savannah	29.974	6.03321	cent2225	Jur Modo
juru1256	NE South America	-53.3472	-10.9354	tupi1275	Jurúna
juti1236	Europe	9.38924	54.911	indo1319	Jutish
juuu1243	African Savannah	9.81175	10.1845	afro1255	Ju
juwa1238	N Coast New Guinea	143.681	-3.78596	nucl1708	Juwal
juxt1235	Mesoamerica	-98.0146	17.3518	otom1299	Juxtlahuaca Mixtec
jwir1241	African Savannah	-2.10891	5.10752	atla1278	Jwira-Pepesa
kaam1238	S Africa	13.284	-4.0409	atla1278	Kaamba
kaan1246	African Savannah	-3.70994	10.1675	atla1278	Kaansa
kaan1247	African Savannah	12.1508	9.70781	atla1278	Kaan
kaan1248	Indic	93.6262	21.5091	sino1245	Kaang Chin
kaba1276	Greater Mesopotamia	49.7603	37.0529	indo1319	Kabatei
kaba1278	Greater Mesopotamia	43.3918	43.5082	abkh1242	Kabardian
kaba1281	African Savannah	16.7344	7.64972	cent2225	Kaba
kaba1292	African Savannah	16.2821	9.38373	afro1255	Kabalai
kabi1260	S Australia	153.1539929	-25.44486229	pama1250	Kabikabi
kabi1261	African Savannah	0.495023	8.96816	atla1278	Kabiyé
kabi1264	NE South America	-58.9931	-14.2403	book1242	Kabixí
kabo1247	Oceania	124.539	-8.17316	timo1261	Kabola
kabo1248	N Coast New Guinea	141.88	-3.32403	nucl1708	Kabore One
kabr1240	S Africa	34.83	0.29	atla1278	Kabras
kabu1249	N Coast New Guinea	132.528	-1.92547	sout1516	Kaburi
kabu1254	Indic	69.691	25.292	indo1319	Kabutra
kabu1256	African Savannah	-23.6148	15.0586	indo1319	Kabuverdianu
kabw1241	S Africa	34.3923	-1.7124	atla1278	Kabwa
kabw1242	S Africa	29.1684	-4.36966	atla1278	Kabwari
kaby1243	N Africa	4.76137	36.4103	afro1255	Kabyle
kach1272	Indic	69.1901	24.2966	indo1319	Kachi Koli
kach1277	Indic	69	23.83	indo1319	Kachchi
kach1279	Indic	92.317	26.6882	sino1245	Kachari
kach1280	Southeast Asia	97.3278	25.4634	sino1245	Southern Jinghpaw
kach1284	Greater Abyssinia	37.9291	6.3971	gong1255	Kachama-Ganjule-Haro
kaci1244	Greater Abyssinia	34.943600000000004	6.16512	surm1244	Kacipo-Balesi
kaco1239	Southeast Asia	107.257	13.8274	aust1305	Kaco'
kada1242	Indic	76.7285	11.0602	drav1251	Kadar
kada1282	African Savannah	30.2709	12.1554	nubi1251	Kadaru
kada1284	African Savannah	7.45933	9.99696	atla1278	Kadara
kada1286	Oceania	125.142	-1.74547	aust1307	Kadai
kadi1248	SE South America	-57.582	-19.7222	guai1249	Kadiwéu
kado1242	Southeast Asia	100.092	21.5259	sino1245	Kado
kadu1253	Southeast Asia	101.74	22.2996	sino1245	Kaduo
kaer1234	Oceania	124.0177	-8.3287	timo1261	Kaera
kafa1242	Greater Abyssinia	36.1718	7.34022	gong1255	Kafa
kafo1240	Oceania	124.446	-8.36572	timo1261	Kafoa
kafr1234	Greater Mesopotamia	34.9751	32.1151	sign1238	Kafr Qasem Sign Language
kaga1252	Indic	86.1675	27.4492	sino1245	Kagate
kaga1255	Oceania	125.61	7.10698	aust1307	Kagan Kalagan
